restaurant_id,restaurant_name,phone,address
234,롯데리아 (망우),02-493-6944,서울 중랑구 봉우재로 239 천우빌딩
235,롯데리아 (면목중앙),02-439-8245,서울 중랑구 면목로 415
236,롯데리아 (명지대학),02-302-5959,서울 서대문구 거북골로 31
237,롯데리아 (목동),02-2061-5455,서울 양천구 신목로 72
238,롯데리아 (목동사거리),02-2644-7800,서울 양천구 등촌로 28
239,롯데리아 (목동킴스클럽),02-2644-3994,서울 양천구 목동동로 309
240,롯데리아 (목동행복한백화점),02-6678-3651,서울 양천구 목동동로 309
241,롯데리아 (문정로데오),02-448-3232,서울 송파구 동남로 134 명노빌딩
242,롯데리아 (미아삼거리),02-945-4162,서울 성북구 도봉로 29
243,롯데리아 (발산역),02-3665-8382,서울 강서구 강서로56길 24
244,롯데리아 (방배역),02-588-1405,서울 서초구 방배로 96 1층
245,롯데리아 (방이역),02-422-1990,서울 송파구 마천로 23
246,롯데리아 (방학),02-955-9538,서울 도봉구 방학로 173
247,롯데리아 (방화),02-2661-3388,서울 강서구 양천로 73 멤브로메디컬센터
248,롯데리아 (번동DT),02-998-3330,서울 강북구 한천로 963
249,롯데리아 (보광),02-792-9663,서울 용산구 보광로 24
250,롯데리아 (보라매타운),02-849-9186,서울 동작구 보라매로5길 35
251,롯데리아 (보문역),02-921-4542,서울 성북구 보문로 99
252,롯데리아 (봉천),02-885-3274,서울 관악구 관악로 212 관악프라자
253,롯데리아 (봉천역),02-889-1305,서울 관악구 남부순환로 1724
254,롯데리아 (불광),02-383-4553,서울 은평구 통일로 741 이연빌딩
255,롯데리아 (사가정역),02-438-0811,서울 중랑구 면목로 333 조희중산부인과의원
256,롯데리아 (사당),02-522-3530,서울 서초구 동작대로 24
257,롯데리아 (삼양사거리),02-980-0706,서울 강북구 솔샘로 237
258,롯데리아 (상계),02-930-9912,서울 노원구 한글비석로 369 코끼리약국
259,롯데리아 (상봉역),050-7984-4222,서울 중랑구 망우로 282-1
260,롯데리아 (상일동),02-441-3888,서울 강동구 상일로 33
261,롯데리아 (서대문역),02-312-9760,서울 서대문구 통일로 127
262,롯데리아 (서울대),02-877-8444,서울 관악구 관악로 1
263,롯데리아 (서울대입구역),02-883-6816,서울 관악구 관악로 165
264,롯데리아 (서울역광장),02-393-8781,서울 용산구 한강대로 405
265,롯데리아 (서울역사),02-393-9375,서울 용산구 한강대로 405
266,롯데리아 (석계),02-909-3937,서울 노원구 화랑로 325 우현빌딩
267,롯데리아 (석관),02-968-1149,서울 성북구 돌곶이로 75
268,롯데리아 (선릉),0507-1423-5939,서울 강남구 테헤란로 316 메트라이프타워
269,롯데리아 (성대시장),02-822-8303,서울 동작구 상도로 102 성대시장
270,롯데리아 (성수역),,서울 성동구 아차산로7길 28 성수쇼핑센터
271,롯데리아 (성신여대),02-922-0902,서울 성북구 동소문로 117
272,롯데리아 (세곡),02-459-9999,서울 강남구 헌릉로 569
273,롯데리아 (세이브마트),02-830-2080,서울 관악구 난곡로 220 세이브마트
274,롯데리아 (소공2호),02-756-7858,서울 중구 을지로 30 롯데백화점 본점 지하 1층
275,롯데리아 (송파),02-412-8401,서울 송파구 가락로 16 파인힐빌딩
276,롯데리아 (송파삼전),02-413-1260,서울 송파구 백제고분로 254 유림빌딩
277,롯데리아 (송파하비오),02-449-3391,"서울 송파구 송파대로 111 205동 115,116,118호"
278,롯데리아 (수락산역),02-931-4501,서울 노원구 동일로 1668
279,롯데리아 (수서역),02-459-9424,서울 강남구 밤고개로 99
280,롯데리아 (숙대입구역),02-718-9861,서울 용산구 한강대로 283?
281,롯데리아 (숭실대입구역),02-826-9935,서울 동작구 상도로 352
282,롯데리아 (신곡시장),02-2275-7997,서울 양천구 신월로 164
283,롯데리아 (신당역),02-2233-2930,서울 중구 퇴계로 428-1
284,롯데리아 (신도림역),02-3439-8100,서울 구로구 경인로 661 신도림1차푸르지오
285,롯데리아 (신림녹두),0507-1498-4002,서울 관악구 신림로23길 16 1층
286,롯데리아 (신림역),02-888-0702,서울 관악구 남부순환로 1610
287,롯데리아 (신방화역),0507-1390-5600,서울 강서구 마곡중앙5로 81
288,롯데리아 (신정네거리),02-2608-1712,서울 양천구 중앙로 277
289,롯데리아 (쌍문역),02-995-6263,서울 도봉구 도봉로 484
290,롯데리아 (아차산역),02-453-6535,서울 광진구 천호대로 665
291,롯데리아 (암사역),02-426-4800,서울 강동구 올림픽로 792
292,롯데리아 (양재동),02-577-4618,서울 서초구 동산로 22
293,롯데리아 (언더랜드),02-411-0539,서울 송파구 올림픽로 240 지하 1층 Y-39호
294,롯데리아 (여의도선착장),02-786-7531,서울 영등포구 여의동로 280
295,롯데리아 (역삼),02-3453-4054,서울 강남구 테헤란로 116 동경빌딩
296,롯데리아 (염창),02-3662-1333,서울 강서구 양천로 657 우계상가
297,롯데리아 (영등포롯데),02-2631-3433,서울 영등포구 경인로 846 롯데백화점 영등포점 지하1층
298,롯데리아 (영등포역사),02-2632-4157,서울 영등포구 경인로 846 롯데백화점 영등포점 3층
299,롯데리아 (영등포타임스퀘어B2),02-2677-0501,서울 영등포구 영중로 15 타임스퀘어 B2 B209
300,롯데리아 (오금),02-3012-8718,서울 송파구 동남로 313
301,롯데리아 (오류동역),02-2613-3005,서울 구로구 경인로20길 10 1층
302,롯데리아 (왕십리역),0507-1376-7111,서울 성동구 왕십리광장로 17
303,롯데리아 (외대역),02-963-8855,서울 동대문구 휘경로 5-1
304,롯데리아 (용산역사),02-2012-0430,서울 용산구 한강대로23길 55 용산민자역사
305,롯데리아 (용산역사ST),02-749-1258,서울 용산구 한강대로23길 55
306,롯데리아 (응암),02-357-7184,서울 은평구 은평로 136 은경빌딩
307,롯데리아 (응암오거리),02-308-9341,서울 은평구 응암로 177
308,롯데리아 (이대),02-312-3468,서울 서대문구 이화여대길 59 1층
309,롯데리아 (이수역),02-594-1199,서울 동작구 동작대로 129
310,롯데리아 (잠실롯데월드몰B1),02-3213-4785,서울 송파구 올림픽로 300 롯데월드몰 B1
311,롯데리아 (잠실새내),02-413-1260,서울 송파구 올림픽로 114
312,롯데리아 (잠실아이스링크),02-411-0621,서울 송파구 올림픽로 240
313,롯데리아 (장안사거리),02-2245-9730,서울 동대문구 답십리로 287
314,롯데리아 (정릉),02-942-9115,서울 성북구 보국문로8길 4
315,롯데리아 (제기역),02-928-4455,서울 동대문구 왕산로 86
316,롯데리아 (종암),02-921-5222,서울 성북구 종암로 93
317,롯데리아 (중곡),02-463-9677,서울 광진구 면목로 136 창원빌딩
318,롯데리아 (중랑역),02-2208-2544,서울 중랑구 망우로 192
319,롯데리아 (중앙대),02-817-3200,서울 동작구 흑석로 110-1
320,롯데리아 (중화역),02-496-8028,서울 중랑구 동일로 802
321,롯데리아 (창동역),02-900-2033,서울 도봉구 노해로63길 78
322,롯데리아 (창천),0507-1323-8884,서울 서대문구 신촌로 15
323,롯데리아 (천왕역),02-2686-8077,서울 구로구 오리로 1149
324,롯데리아 (천호역),02-488-7165,서울 강동구 올림픽로 654 삼영빌딩
325,롯데리아 (청량리),02-965-5953,서울 동대문구 왕산로 209
326,롯데리아 (청량리),02-965-5953,서울 동대문구 왕산로 209
327,롯데리아 (청량리역),0507-1330-5433,서울 동대문구 왕산로 214 청량리역사 3층
328,롯데리아 (캐슬플라자),02-2146-2227,서울 송파구 올림픽로 269 롯데캐스잠실점 지하 1층
329,롯데리아 (키자니아),070-4015-2596,서울 송파구 올림픽로 240 2층
330,롯데리아 (학동역),02-3443-9200,서울 강남구 학동로 219 국제빌딩
331,롯데리아 (한성대입구역),02-763-8869,서울 성북구 동소문로 2
332,롯데리아 (혜화),02-741-1956,서울 종로구 창경궁로 273
333,롯데리아 (홈플러스 강서),02-3663-4301,서울 강서구 화곡로 398 홈플러스강서점 1F
334,롯데리아 (홈플러스 남현),0507-1363-8917,서울 관악구 과천대로 909 남현프라자
335,롯데리아 (홈플러스방학),02-3492-8182,서울 도봉구 도봉로 678 홈플러스데스코㈜방학점
336,롯데리아 (홈플러스상봉),02-433-1120,서울 중랑구 망우로 353 홈플러스상봉점 1F
337,롯데리아 (홈플러스신내),02-3423-1515,서울 중랑구 신내로 201 홈플러스서울신내점
338,롯데리아 (홈플러스영등포),02-2678-5250,서울 영등포구 당산로 42
339,롯데리아 (홈플러스월곡),02-915-1681,서울 성북구 화랑로 76
340,롯데리아 (홈플러스중계),02-3296-0168,서울 노원구 동일로204가길 12 홈플러스중계점 B2
341,롯데리아 (홍은포방),02-391-5550,서울 서대문구 홍은중앙로 100 1층
342,롯데리아 (화곡시장),02-2602-9160,서울 강서구 가로공원로76길 56 최인제내과의원
343,롯데리아 (화곡역),0507-1356-3311,서울 강서구 화곡로 157 1층 롯데리아
344,롯데리아 (후암),02-318-1599,서울 용산구 후암로 54
345,르베지왕,0507-1432-0984,서울 성동구 왕십리로2길 30
346,르알레스카 가로수길(Le ALASKA),02-546-5872,서울 강남구 압구정로14길 15
347,리밍,02-3453-4788,서울 강남구 테헤란로37길 27
348,릴리베이커리,0507-1423-0888,서울 광진구 능동로13길 21 1층 릴리베이커리
349,마나님레시피(계동마나님),02-722-2337,서울 종로구 윤보선길 65
350,마녀샐러드 (역삼),02-568-8874,서울 강남구 강남대로94길 75
351,마루 자연식김밥,02-2223-2565,서울특별시 종로구 인사동길 35-4 105호
352,마리오네,0507-1381-6779,서울 성동구 성수이로12길 15 1층
353,마마미베이커리,02-971-1354,서울 노원구 한글비석로 405
354,마을찻집 마주이야기,070-8615-6011,서울 강북구 인수봉로55길 10
355,마이클식당,,서울 마포구 포은로6길 39
356,마지,02-536-5228,서울 종로구 자하문로5길 19
357,마치래빗 (상암),02-6393-5205,서울 마포구 월드컵북로 402
